Loan Amount,Interest Rate,Income,Credit Score,Loan Term,Property Value,Debt-to-Income Ratio,Loan-to-Value,Income-to-Loan Ratio,Monthly Payment,Interest Burden,Credit Score Category,High Risk Flag,Employment Type,Loan Purpose,Marital Status,Dependents,Approved
227261.43,3,75221.68,691,11,251099.03,0.27,0.905,0.331,2023.48,0.323,Good,0,Salaried,Home Purchase,Divorced,2,1
232233.31,3,90272.08,640,15,241102.14,0.31,0.963,0.389,1603.76,0.213,Fair,0,Salaried,Home Purchase,Married,0,1
220656.05,3,75088.9,629,13,265658.78,0.1,0.831,0.34,1709.91,0.273,Fair,0,Self-employed,Home Purchase,Single,3,0
256042.96,3,60058.96,591,17,275617.16,0.3,0.929,0.235,1603.79,0.32,Fair,0,Self-employed,Home Improvement,Single,0,0
212879.85,5.24,49821.75,818,17,217799.77,0.49,0.977,0.234,1578.41,0.38,Excellent,0,Retired,Home Purchase,Single,1,1
174919.9,3,74931.06,850,10,259464.97,0.29,0.674,0.428,1689.04,0.27,Excellent,0,Self-employed,Home Purchase,Divorced,1,0
143435.96,6,78263.57,776,14,219125.04,0.2,0.655,0.546,1264.01,0.194,Very Good,0,Salaried,Home Improvement,Single,0,1
203091.84,4.89,93396.43,673,10,150000,0.24,1.354,0.46,2143.52,0.275,Good,0,Self-employed,Refinancing,Single,1,1
219497.19,6,89601.29,530,19,212985.24,0.29,1.031,0.408,1615.68,0.216,Poor,0,Salaried,Refinancing,Single,1,1
111632.88,4.37,75830.18,610,24,278454.32,0.35,0.401,0.679,626.42,0.099,Fair,0,Self-employed,Home Purchase,Married,0,1
222171.22,3.99,64739.93,809,16,292061.61,0.31,0.761,0.291,1567.14,0.29,Excellent,0,Salaried,Home Purchase,Married,1,1
156413.31,3.42,53999.08,581,10,358885.63,0.32,0.436,0.345,1541.05,0.342,Fair,0,Retired,Home Purchase,Married,0,1
154948.19,3.53,66269.1,550,15,312229.38,0.32,0.496,0.428,1109.87,0.201,Poor,0,Self-employed,Home Purchase,Married,0,1
207527.06,4.66,88194.94,561,10,248750.66,0.34,0.834,0.425,2166.74,0.295,Poor,0,Self-employed,Refinancing,Married,0,1
100000,4.66,99298.49,551,14,156646.49,0.3,0.638,0.993,811.44,0.098,Poor,0,Self-employed,Refinancing,Married,2,0
272352.34,3,40000,619,19,316111.64,0.29,0.862,0.147,1568.59,0.471,Fair,0,Salaried,Home Purchase,Single,1,1
245582.44,3,64234.59,649,10,400000,0.23,0.614,0.262,2371.36,0.443,Fair,0,Self-employed,Home Improvement,Married,1,1
140532.49,3.84,51674.49,676,17,220097.88,0.17,0.638,0.368,939.12,0.218,Good,0,Unemployed,Home Purchase,Single,1,1
190572.39,6,92378.55,668,18,238036.94,0.21,0.801,0.485,1444.85,0.188,Fair,0,Salaried,Refinancing,Married,0,0
207634.13,3.71,78866.92,682,10,271906.04,0.31,0.764,0.38,2073.92,0.316,Good,0,Salaried,Home Purchase,Married,0,0
162561.56,3,70120.55,659,10,185316.61,0.18,0.877,0.431,1569.71,0.269,Fair,0,Salaried,Home Purchase,Single,1,0
175142.16,4.97,41191.77,663,19,226391.23,0.25,0.774,0.235,1188.87,0.346,Fair,0,Salaried,Home Purchase,Married,3,0
193867.1,3.85,74179.45,637,12,273969.75,0.46,0.708,0.383,1683.64,0.272,Fair,0,Salaried,Other,Married,1,1
199433.08,3,44991.96,600,14,368000.81,0.34,0.542,0.226,1455.25,0.388,Fair,0,Salaried,Home Purchase,Single,2,0
193363.62,3,87668.5,850,18,170415.95,0.22,1.135,0.453,1159.65,0.159,Excellent,0,Salaried,Home Purchase,Single,3,1
202820.62,4.83,71209.47,621,18,182428.29,0.41,1.112,0.351,1406.93,0.237,Fair,0,Salaried,Home Purchase,Married,3,0
218737.08,5.41,84550.1,652,10,255170.74,0.23,0.857,0.387,2364.33,0.336,Fair,0,Retired,Home Improvement,Married,0,0
183209.63,3.85,120000,648,15,212433.93,0.19,0.862,0.655,1341.31,0.134,Fair,0,Salaried,Refinancing,Married,1,1
221664.47,3,59017.84,826,10,204027.74,0.28,1.086,0.266,2140.41,0.435,Excellent,0,Retired,Home Improvement,Single,3,0
258473.06,3,72901.58,664,17,205930.69,0.4,1.255,0.282,1619.01,0.266,Fair,0,Unemployed,Home Improvement,Single,0,1
222605.94,6,47920.76,788,19,172382.35,0.31,1.291,0.215,1638.56,0.41,Very Good,0,Retired,Refinancing,Married,2,0
287061.81,4.16,76632.89,641,16,311902.51,0.39,0.92,0.267,2049.63,0.321,Fair,0,Unemployed,Home Improvement,Divorced,3,0
129872.74,5.2,51200.57,553,17,201062.33,0.3,0.646,0.394,960.16,0.225,Poor,0,Salaried,Home Purchase,Married,2,0
170852.85,3.98,50927.21,754,11,272826.42,0.25,0.626,0.298,1600.1,0.377,Very Good,0,Salaried,Refinancing,Divorced,0,0
218189.53,4.07,74059.04,565,12,150000,0.24,1.455,0.339,1917.79,0.311,Poor,0,Retired,Home Purchase,Married,1,0
212127.78,3.96,79114.93,801,22,379636.52,0.12,0.559,0.373,1204.81,0.183,Excellent,0,Self-employed,Home Improvement,Single,3,1
180693.38,4.91,40000,609,15,150000,0.33,1.205,0.221,1420.27,0.426,Fair,0,Unemployed,Home Purchase,Divorced,1,0
230637,5.41,51867.87,647,17,234287.85,0.44,0.984,0.225,1731.36,0.401,Fair,0,Salaried,Home Improvement,Married,3,1
210412.12,5.06,44082.94,643,17,272070.43,0.25,0.773,0.21,1539.39,0.419,Fair,0,Retired,Home Purchase,Single,2,0
258806.69,5.76,76670.86,575,16,224091.14,0.5,1.155,0.296,2066.58,0.323,Poor,1,Salaried,Home Purchase,Married,1,0
147004.13,4.75,59291.01,850,12,231698.94,0.35,0.634,0.403,1341.19,0.271,Excellent,0,Unemployed,Home Purchase,Married,0,0
202781.82,4.16,96048.68,633,13,157424.32,0.31,1.288,0.474,1685.4,0.211,Fair,0,Self-employed,Home Purchase,Single,2,0
177759.25,4.28,78601.3,497,16,281029.48,0.31,0.633,0.442,1280.28,0.195,Poor,0,Salaried,Home Purchase,Married,2,1
242864.71,3.96,94258.03,723,10,191386.03,0.46,1.269,0.388,2453.71,0.312,Good,0,Salaried,Home Purchase,Single,0,1
227307.2,5.5,82338.75,491,15,287521.77,0.1,0.791,0.362,1857.58,0.271,Poor,0,Unemployed,Home Purchase,Single,2,1
175925.56,3,114907.6,625,11,277737.52,0.29,0.633,0.653,1566.4,0.164,Fair,0,Salaried,Home Purchase,Single,1,1
250036.2,4.88,67737.94,556,18,299970.97,0.22,0.834,0.271,1741.5,0.309,Poor,0,Retired,Home Improvement,Married,1,0
198905.73,3.99,46531.95,652,20,228952.97,0.39,0.869,0.234,1203.8,0.31,Fair,0,Self-employed,Home Purchase,Married,0,1
137840.7,4.23,49818.76,822,24,236238.28,0.5,0.583,0.361,762.73,0.184,Excellent,0,Salaried,Home Improvement,Single,0,0
187304.45,4.73,91743.91,691,28,247605.54,0.34,0.756,0.49,1006.88,0.132,Good,0,Self-employed,Home Purchase,Married,2,0
315913.42,4.69,73639.13,511,19,400000,0.27,0.79,0.233,2096.05,0.342,Poor,0,Salaried,Home Purchase,Single,0,1
190509.43,5.36,76972.79,517,11,256252.64,0.3,0.743,0.404,1913.2,0.298,Poor,0,Salaried,Other,Married,0,1
211837.86,4.15,91416.42,713,16,299426.7,0.33,0.707,0.432,1511.54,0.198,Good,0,Salaried,Refinancing,Married,2,1
214398.33,3.91,96833.16,740,10,261140.76,0.17,0.821,0.452,2161.92,0.268,Very Good,0,Retired,Home Purchase,Single,0,1
197842.61,3.71,44164.13,589,19,201093.14,0.26,0.984,0.223,1210.19,0.329,Fair,0,Self-employed,Home Purchase,Married,3,0
276611.58,3.65,45306.09,728,10,150000,0.46,1.844,0.164,2754.15,0.729,Good,0,Unemployed,Home Purchase,Married,1,0
236656.04,3,70258.61,519,20,360357.43,0.44,0.657,0.297,1312.49,0.224,Poor,0,Unemployed,Other,Married,3,0
232636.58,6,65809.48,714,20,321143.65,0.17,0.724,0.283,1666.68,0.304,Good,0,Salaried,Home Improvement,Married,1,0
186547.83,3.61,66389.83,768,10,281606.8,0.3,0.662,0.356,1854.53,0.335,Very Good,0,Unemployed,Home Improvement,Married,2,1
234764.5,3,82712.1,752,15,400000,0.14,0.587,0.352,1621.24,0.235,Very Good,0,Salaried,Home Purchase,Married,2,1
184597.08,3.93,55244.61,717,10,353419.31,0.28,0.522,0.299,1862.44,0.405,Good,0,Salaried,Home Improvement,Single,0,0
221366.21,3,82792.04,464,10,155027.37,0.41,1.428,0.374,2137.53,0.31,Poor,1,Retired,Home Purchase,Single,0,0
303229.96,4.13,81666.2,600,16,249401.88,0.2,1.216,0.269,2160.33,0.317,Fair,0,Salaried,Home Purchase,Single,1,0
278081.47,3.43,40000,619,23,306770.8,0.4,0.906,0.144,1458.43,0.438,Fair,0,Salaried,Home Purchase,Single,3,0
194167.17,3.62,59129.23,615,10,323573.55,0.22,0.6,0.305,1931.15,0.392,Fair,0,Unemployed,Home Purchase,Single,2,1
211181.9,5.16,40000,534,23,265261.19,0.29,0.796,0.189,1307.99,0.392,Poor,0,Self-employed,Home Purchase,Married,0,0
145097.15,4.71,57609.94,850,18,223999.05,0.46,0.648,0.397,997.67,0.208,Excellent,0,Self-employed,Home Improvement,Married,1,0
187865.4,5.97,84743.89,550,14,167634.3,0.42,1.121,0.451,1652.9,0.234,Poor,1,Salaried,Home Purchase,Married,0,0
100000,6,54663.32,531,10,304518.95,0.5,0.328,0.547,1110.21,0.244,Poor,0,Unemployed,Home Purchase,Divorced,0,0
245683.84,4.56,78250.58,586,10,261682.55,0.12,0.939,0.319,2553.57,0.392,Fair,0,Salaried,Refinancing,Married,0,0
162578.26,4.04,69648.63,776,15,166284.78,0.34,0.978,0.428,1205.56,0.208,Very Good,0,Salaried,Home Improvement,Single,1,1
195189.05,4.81,50746.56,632,10,370817.73,0.35,0.526,0.26,2052.09,0.485,Fair,0,Salaried,Other,Divorced,2,1
177332.32,3,73161.23,799,10,281234.15,0.5,0.631,0.413,1712.33,0.281,Very Good,0,Unemployed,Home Purchase,Married,0,1
251505.91,3.01,63962.54,593,12,369021.14,0.31,0.682,0.254,2083.28,0.391,Fair,0,Salaried,Home Improvement,Married,1,1
268444.58,3.36,77377.54,649,10,192168.66,0.43,1.397,0.288,2636.62,0.409,Fair,0,Salaried,Other,Divorced,1,0
270571.35,3.91,47980.79,697,12,241800.96,0.35,1.119,0.177,2356.71,0.589,Good,0,Self-employed,Home Purchase,Married,3,0
136147.73,3.29,73196.12,550,10,150000,0.28,0.908,0.538,1332.76,0.218,Poor,0,Salaried,Home Purchase,Single,1,0
232715.74,5.83,79677.32,543,19,173953.63,0.27,1.338,0.342,1690.85,0.255,Poor,0,Salaried,Home Purchase,Single,0,1
156416.8,5.13,116424.83,771,16,219377.63,0.36,0.713,0.744,1196.1,0.123,Very Good,0,Unemployed,Home Purchase,Single,2,0
207433.74,3.46,55204.8,478,10,368243.85,0.31,0.563,0.266,2047.22,0.445,Poor,0,Salaried,Home Improvement,Single,1,0
248167.61,3,68844.66,574,20,185701.28,0.31,1.336,0.277,1376.33,0.24,Poor,0,Self-employed,Other,Single,0,1
186952.11,4.04,120000,726,18,269087.73,0.2,0.695,0.642,1219.07,0.122,Good,0,Retired,Home Purchase,Married,2,0
211031.99,5.54,81068.51,738,13,150000,0.31,1.407,0.384,1901.36,0.281,Good,0,Self-employed,Refinancing,Married,0,0
169056.76,4.85,47679.76,669,10,150000,0.28,1.127,0.282,1780.75,0.448,Fair,0,Self-employed,Home Purchase,Married,2,0
254585.4,4.02,40000,621,13,400000,0.33,0.636,0.157,2097.64,0.629,Fair,0,Salaried,Home Purchase,Single,1,0
189156.53,3.64,81451.82,850,18,282868.15,0.3,0.669,0.431,1195.41,0.176,Excellent,0,Salaried,Home Improvement,Married,3,1
173288.1,3.95,63824.12,703,19,183343.52,0.29,0.945,0.368,1082.15,0.203,Good,0,Retired,Home Improvement,Married,0,0
217012.56,3,61498.64,806,12,150000,0.5,1.447,0.283,1796.4,0.351,Excellent,0,Salaried,Home Purchase,Married,2,1
246014.42,3.87,85524.1,692,15,211378.04,0.3,1.164,0.348,1804.27,0.253,Good,0,Retired,Home Improvement,Married,0,1
130253.16,3,59615.97,606,19,281521.15,0.32,0.463,0.458,750.18,0.151,Fair,0,Unemployed,Home Purchase,Single,2,0
222892.75,3,75631.4,799,13,327639.12,0.47,0.68,0.339,1727.24,0.274,Very Good,0,Self-employed,Refinancing,Divorced,1,1
175084.06,4.66,94889.82,523,11,211497.36,0.41,0.828,0.542,1697.42,0.215,Poor,0,Unemployed,Home Improvement,Single,3,0
233355.71,4.11,79432.07,598,18,298941.56,0.24,0.781,0.34,1530.25,0.231,Fair,0,Self-employed,Home Purchase,Single,1,0
174095.02,3,101368.09,696,16,260089.02,0.4,0.669,0.582,1142.82,0.135,Good,0,Salaried,Home Purchase,Single,2,1
156832.91,5.55,55687.69,732,13,150000,0.16,1.046,0.355,1413.64,0.305,Good,0,Retired,Home Purchase,Single,2,0
164499.84,3.94,66069.51,536,18,326823.09,0.18,0.503,0.402,1064.54,0.193,Poor,0,Self-employed,Home Purchase,Married,0,0
208275.09,4.91,84066.14,564,10,290924.23,0.38,0.716,0.404,2199.91,0.314,Poor,0,Salaried,Home Purchase,Married,3,1
226779.16,5.65,62404.41,586,14,400000,0.33,0.567,0.275,1956.08,0.376,Fair,0,Salaried,Home Purchase,Single,3,0
168764.19,3,83263.21,649,10,256116.18,0.39,0.659,0.493,1629.6,0.235,Fair,0,Salaried,Home Purchase,Married,0,1
202753.83,3,82851.47,503,18,150000,0.19,1.352,0.409,1215.96,0.176,Poor,0,Retired,Home Purchase,Married,0,0
167747.86,3.41,102336.53,568,14,272761.24,0.28,0.615,0.61,1257.1,0.147,Poor,0,Unemployed,Home Purchase,Single,1,1
181284.21,3.07,99153.77,506,10,210147.21,0.21,0.863,0.547,1756.47,0.213,Poor,0,Salaried,Refinancing,Married,0,1
175324.64,4.3,94783.84,558,22,176026.05,0.39,0.996,0.541,1028.35,0.13,Poor,0,Salaried,Other,Married,3,1
164617.73,4.74,58644.4,649,18,200696.47,0.37,0.82,0.356,1134.74,0.232,Fair,0,Salaried,Refinancing,Married,2,0
139010.94,3.38,102810.69,614,17,222558.57,0.31,0.625,0.74,896.99,0.105,Fair,0,Unemployed,Home Purchase,Married,1,0
196304.65,5.47,64648.76,836,16,346076.22,0.24,0.567,0.329,1536.47,0.285,Excellent,0,Salaried,Home Purchase,Single,0,1
256637.06,6,83149.48,660,21,250879.5,0.41,1.023,0.324,1793.53,0.259,Fair,0,Salaried,Home Purchase,Single,0,1
204254.46,3,120000,683,16,150000,0.37,1.362,0.588,1340.79,0.134,Good,0,Retired,Home Purchase,Married,2,0
185102.57,3,94934.24,696,10,266302.32,0.19,0.695,0.513,1787.36,0.226,Good,0,Unemployed,Home Improvement,Married,1,1
240288.6,3.82,78913.78,600,15,233479.95,0.15,1.029,0.328,1756.39,0.267,Fair,0,Salaried,Home Purchase,Married,0,1
175391.15,3.05,40000,764,13,285442.07,0.39,0.614,0.228,1363.37,0.409,Very Good,0,Salaried,Refinancing,Married,1,1
209645.26,4.84,112178.88,612,12,297267.99,0.37,0.705,0.535,1921.82,0.206,Fair,0,Salaried,Home Purchase,Divorced,0,0
122217.45,3,101865.72,850,21,388205.02,0.11,0.315,0.833,654.28,0.077,Excellent,0,Salaried,Refinancing,Single,3,1
199792.8,3.22,64672.36,596,24,231924.14,0.27,0.861,0.324,997.35,0.185,Fair,0,Salaried,Home Purchase,Single,0,0
183351.43,6,79068.19,717,18,264122.77,0.2,0.694,0.431,1390.1,0.211,Good,0,Self-employed,Other,Single,0,0
106880.56,6,64072.4,660,11,221039.09,0.35,0.484,0.599,1108.03,0.208,Fair,0,Salaried,Home Purchase,Single,3,0
177604.94,6,77693.11,555,22,271577.12,0.12,0.654,0.437,1213.17,0.187,Poor,0,Salaried,Home Purchase,Single,0,1
100000,3.01,86834.42,475,10,234093.68,0.39,0.427,0.868,966.27,0.134,Poor,0,Retired,Home Purchase,Divorced,1,1
170485.63,5.28,94468.43,669,13,271649.04,0.17,0.628,0.554,1513.08,0.192,Fair,0,Salaried,Home Purchase,Married,1,1
224685.34,5.81,67617.91,807,16,230901.22,0.21,0.973,0.301,1799.97,0.319,Excellent,0,Salaried,Home Purchase,Married,1,1
154642.73,3,99111.49,736,10,226249.6,0.27,0.684,0.641,1493.24,0.181,Good,0,Salaried,Home Purchase,Married,0,1
164473.23,3,49339.12,772,10,216558.23,0.16,0.759,0.3,1588.17,0.386,Very Good,0,Salaried,Home Purchase,Married,2,1
123995.26,5.18,70340.15,637,12,150000,0.38,0.827,0.567,1158.02,0.198,Fair,0,Salaried,Home Purchase,Married,1,1
214426.41,3,67481.2,647,18,335038.63,0.42,0.64,0.315,1285.97,0.229,Fair,0,Salaried,Home Purchase,Single,2,1
177863.85,3.19,52677.99,710,15,233565.9,0.5,0.762,0.296,1244.96,0.284,Good,0,Salaried,Home Purchase,Married,0,0
197968.8,3,84533.93,722,14,321005.76,0.24,0.617,0.427,1444.57,0.205,Good,0,Salaried,Refinancing,Married,0,1
257455.41,4.29,61448.36,560,12,150000,0.23,1.716,0.239,2291.12,0.447,Poor,0,Salaried,Home Purchase,Married,0,1
150000.12,6,68757.7,517,17,179695.8,0.14,0.835,0.458,1174.65,0.205,Poor,0,Salaried,Home Purchase,Married,0,1
263219.18,5.36,62664.8,561,20,150000,0.34,1.755,0.238,1789.24,0.343,Poor,0,Salaried,Home Purchase,Single,1,1
187241.6,6,72762.16,484,14,189413.5,0.36,0.989,0.389,1650.04,0.272,Poor,0,Salaried,Home Purchase,Married,0,1
252563.57,5.04,63887.42,646,19,353694.48,0.17,0.714,0.253,1723.25,0.324,Fair,0,Unemployed,Home Purchase,Single,0,1
194374.17,3,51630.51,672,19,238227.95,0.26,0.816,0.266,1119.48,0.26,Good,0,Salaried,Home Purchase,Married,0,0
118271.19,4.11,102254.64,613,13,247467.01,0.33,0.478,0.865,979.94,0.115,Fair,0,Self-employed,Home Purchase,Married,2,0
137924.95,4.69,102245.28,776,16,229333.35,0.14,0.601,0.741,1022.81,0.12,Very Good,0,Salaried,Home Purchase,Divorced,0,1
186956.87,5.03,87437.22,627,18,260940.36,0.23,0.716,0.468,1317.49,0.181,Fair,0,Salaried,Home Purchase,Single,1,1
116839.11,5.73,114199.94,491,11,286133.2,0.32,0.408,0.977,1195.21,0.126,Poor,0,Salaried,Home Improvement,Single,0,0
226493.52,3.06,99376.05,632,17,277275.14,0.23,0.817,0.439,1425.42,0.172,Fair,0,Salaried,Home Purchase,Single,0,1
240996.33,4.51,91604.44,504,17,234928.39,0.25,1.026,0.38,1694.13,0.222,Poor,0,Unemployed,Refinancing,Married,2,1
125843.13,3.86,57293.45,600,10,285952.06,0.29,0.44,0.455,1265.98,0.265,Fair,0,Self-employed,Home Purchase,Married,1,0
185756.92,5.5,51169.55,683,11,221342.56,0.43,0.839,0.275,1878.4,0.441,Good,0,Self-employed,Refinancing,Married,1,1
195347.09,4.19,77167.58,686,11,311501.95,0.26,0.627,0.395,1849.28,0.288,Good,0,Salaried,Home Purchase,Single,2,0
234440.72,4.33,77742.14,612,10,186359.88,0.23,1.258,0.332,2410.57,0.372,Fair,0,Retired,Home Purchase,Married,0,0
220501.57,4.39,40000,632,21,262689.49,0.25,0.839,0.181,1341.21,0.402,Fair,0,Unemployed,Home Improvement,Single,1,0
179311.88,4.79,60027.9,573,16,277647.77,0.31,0.646,0.335,1339.09,0.268,Poor,0,Salaried,Home Purchase,Married,2,0
129276.9,4.27,87422.51,633,17,150000,0.31,0.862,0.676,892.13,0.122,Fair,0,Retired,Home Improvement,Single,1,0
200074.2,6,47477.65,705,30,222467.12,0.29,0.899,0.237,1199.55,0.303,Good,0,Salaried,Home Purchase,Divorced,1,0
193529.11,3,90512.7,696,10,301292.45,0.39,0.642,0.468,1868.73,0.248,Good,0,Self-employed,Home Purchase,Married,0,0
158989.67,5.59,67440.15,590,18,188284.62,0.25,0.844,0.424,1168.8,0.208,Fair,0,Self-employed,Home Purchase,Married,0,1
305888.84,4.89,75458.85,644,10,205254.75,0.27,1.49,0.247,3227.78,0.513,Fair,0,Salaried,Home Purchase,Married,1,0
208646.52,4.63,61791.36,743,10,351571.57,0.15,0.593,0.296,2175.87,0.423,Very Good,0,Self-employed,Home Purchase,Married,2,1
167504.75,3.88,87536.11,727,18,186848.73,0.33,0.896,0.523,1079.18,0.148,Good,0,Salaried,Home Improvement,Divorced,2,0
172004.18,6,93111.22,629,11,274903.74,0.19,0.626,0.541,1783.17,0.23,Fair,0,Self-employed,Home Purchase,Married,0,1
241617.86,4.25,73541.47,640,20,150000,0.31,1.611,0.304,1495.6,0.244,Fair,0,Self-employed,Refinancing,Single,1,0
259450.72,6,86662.76,686,10,151070.77,0.31,1.717,0.334,2880.43,0.399,Good,0,Salaried,Home Purchase,Single,2,0
230850.74,6,67988.66,676,19,173057.22,0.25,1.334,0.295,1699.25,0.3,Good,0,Self-employed,Home Improvement,Single,0,1
250824.29,3.19,116993.67,724,22,400000,0.34,0.627,0.466,1323.46,0.136,Good,0,Retired,Refinancing,Married,1,1
138083.9,4.04,63026.08,756,14,249657.23,0.34,0.553,0.456,1077.44,0.205,Very Good,0,Self-employed,Home Purchase,Single,0,1
197727.47,3,78399.46,666,17,169100.29,0.24,1.169,0.397,1238.51,0.19,Fair,0,Retired,Home Improvement,Single,0,0
142456.27,3,93323.05,803,19,247383.05,0.29,0.576,0.655,820.46,0.105,Excellent,0,Self-employed,Home Purchase,Single,0,0
240182.72,5.16,92440.08,677,23,229514.74,0.18,1.046,0.385,1487.98,0.193,Good,0,Self-employed,Refinancing,Single,0,1
244863.24,4.08,41294.77,536,12,238004.22,0.34,1.029,0.169,2153.05,0.626,Poor,0,Retired,Home Purchase,Single,2,0
150506.43,3.4,72108.21,682,16,238710.18,0.29,0.63,0.479,1017.47,0.169,Good,0,Salaried,Home Purchase,Married,2,0
170027.48,6,78892.24,684,30,186808.03,0.5,0.91,0.464,1019.4,0.155,Good,0,Salaried,Home Purchase,Single,0,0
151819.04,3.86,55690.69,656,16,400000,0.46,0.38,0.367,1060.77,0.229,Fair,0,Salaried,Home Purchase,Married,0,1
211274.73,3,63093.41,706,19,314831.5,0.32,0.671,0.299,1216.82,0.231,Good,0,Self-employed,Home Purchase,Single,0,1
194959.52,3,103230.5,553,19,182659.59,0.26,1.067,0.529,1122.85,0.131,Poor,0,Salaried,Home Improvement,Married,2,1
201913.42,4.51,56304.4,613,14,347716.26,0.35,0.581,0.279,1623.12,0.346,Fair,0,Salaried,Home Purchase,Single,3,1
183664.25,4.76,46125.29,578,10,281399.85,0.28,0.653,0.251,1926.43,0.501,Poor,0,Salaried,Home Improvement,Single,0,0
291640.21,3.17,116976.5,741,18,254872.54,0.38,1.144,0.401,1774.23,0.182,Very Good,0,Salaried,Home Purchase,Married,1,0
247990.33,3.06,86601.88,553,10,311731.83,0.12,0.796,0.349,2401.8,0.333,Poor,0,Salaried,Home Purchase,Married,1,0
192814.23,3.17,60301.63,671,19,281854.43,0.15,0.684,0.313,1126.62,0.224,Good,0,Salaried,Home Purchase,Single,2,0
123494.61,6,103279.23,629,13,188546.42,0.31,0.655,0.836,1141.98,0.133,Fair,0,Retired,Home Purchase,Single,2,1
115255.34,6,72043.57,604,14,269577.13,0.24,0.428,0.625,1015.67,0.169,Fair,0,Salaried,Home Purchase,Married,0,1
119097.69,4.22,79051.36,783,14,307175.11,0.36,0.388,0.664,939.78,0.143,Very Good,0,Salaried,Home Purchase,Married,2,0
221907.75,4.75,61030.57,850,12,197793.69,0.1,1.122,0.275,2024.62,0.398,Excellent,0,Salaried,Home Purchase,Single,0,1
191798.23,4.46,120000,602,16,256917.94,0.42,0.747,0.626,1399.22,0.14,Fair,0,Salaried,Home Purchase,Divorced,1,0
261594.25,3.45,105711.9,554,10,150000,0.3,1.744,0.404,2580.79,0.293,Poor,0,Salaried,Other,Married,1,0
235840.67,5.37,57292.37,711,17,150000,0.19,1.572,0.243,1765.57,0.37,Good,0,Salaried,Home Improvement,Single,1,0
100000,3,71490.74,511,10,272144.22,0.21,0.367,0.715,965.61,0.162,Poor,0,Unemployed,Home Purchase,Married,1,1
158933.89,4.82,76512.53,710,16,317576.37,0.28,0.5,0.481,1188.77,0.186,Good,0,Salaried,Other,Married,1,1
116082.44,5.91,52782.06,848,10,224877.18,0.25,0.516,0.455,1283.45,0.292,Excellent,0,Retired,Home Improvement,Married,1,1
179897.54,3,61581.82,667,10,334505.2,0.29,0.538,0.342,1737.1,0.338,Fair,0,Retired,Home Purchase,Single,0,1
215521.21,3.6,69519.54,745,10,400000,0.5,0.539,0.323,2141.74,0.37,Very Good,0,Salaried,Home Purchase,Single,0,1
203765.25,3,83916.22,850,11,226536.36,0.18,0.899,0.412,1814.28,0.259,Excellent,0,Self-employed,Home Improvement,Divorced,0,1
199118.52,3,51223.44,693,15,216774.61,0.33,0.919,0.257,1375.08,0.322,Good,0,Self-employed,Refinancing,Married,0,0
141327.17,6,52588.9,648,17,150000,0.21,0.942,0.372,1106.73,0.253,Fair,0,Salaried,Home Purchase,Married,1,1
315525.1,3,57522.53,627,10,303111.08,0.25,1.041,0.182,3046.73,0.636,Fair,0,Salaried,Home Purchase,Single,2,0
207627.73,3.02,92978.2,596,10,225501.72,0.34,0.921,0.448,2006.7,0.259,Fair,0,Salaried,Home Purchase,Single,0,1
278598.99,6,51281.8,572,10,335905.93,0.3,0.829,0.184,3093.02,0.724,Poor,0,Self-employed,Home Purchase,Married,2,1
240853.78,3.9,92907.51,580,20,293877.52,0.37,0.82,0.386,1447.27,0.187,Fair,0,Self-employed,Home Purchase,Single,2,1
230475.24,3.23,40000,610,12,235250.9,0.39,0.98,0.174,1933.22,0.58,Fair,0,Salaried,Home Purchase,Single,0,0
230529.01,4.47,71513.39,660,13,253897.88,0.45,0.908,0.31,1951.37,0.327,Fair,0,Salaried,Home Improvement,Single,3,0
172241.72,3.32,40000,586,14,273762.82,0.27,0.629,0.232,1282.98,0.385,Fair,0,Salaried,Refinancing,Married,0,0
